Boletos,Ingresos,% Δ,Cantidad,% Δ
Retiro Buenos Aires → SIERRA GRANDE - RNG,241500.0005,0.01%,2,0.01%
SAN ANTONIO OESTE → Pto San Julian,240144.9993,0.01%,2,0.01%
Caleta Olivia → Villa Regina,238980.0003,0.01%,2,0.01%
CALETA OLIVIA → Cipolletti - RNG,238580.0013,0.01%,2,0.01%
Cinco Saltos → COMODORO RIVADAVIA,231839.9997,0.01%,2,0.01%
Añelo → Eugenio Bustos,231000.0006,0.01%,2,0.01%
Mar del Plata → Cipolletti - RNG,230999.9998,0.01%,2,0.01%
CORDOBA → GRAL. CONESA - RNG,226380.0006,0.01%,2,0.01%
PARANA → San Martin (MZA),225749.9994,0.01%,2,0.01%
Villa Iris Acc → CORDOBA,224050,0.01%,2,0.01%
Retiro Bs As ELIMINAR → TRELEW,222600.0011,0.01%,2,0.01%
Eugenio Bustos → Bariloche,217880.0004,0.01%,2,0.01%
COMODORO RIVADAVIA → Villa Regina,211900.0008,0.01%,2,0.01%
Villa Regina → COMODORO RIVADAVIA,211900.0001,0.01%,2,0.01%
Tunuyan (PLAZA) → Añelo,210000.0006,0.01%,2,0.01%
Mendoza → S.P. del Chañar Acc,210000.0006,0.01%,2,0.01%
CORDOBA → Villa Iris Acc,208959.9995,0.01%,2,0.01%
PUNTA ALTA → San Martin (MZA),208449.9997,0.01%,2,0.01%
TRELEW → Luis Piedrabuena,207144.0004,0.01%,2,0.01%
COMODORO RIVADAVIA → SAN ANTONIO OESTE,205279.9993,0.01%,2,0.01%
Eduardo Castex → TUCUMAN,203619.9989,0.01%,2,0.01%
Mendoza → Santa Fe,201099.9998,0.01%,2,0.01%
El Talar Terminal → SAN JUAN,197620.0005,0.01%,2,0.01%
SAN JUAN → Pilar Point Shopping,197619.9994,0.01%,2,0.01%
SAN ANTONIO OESTE → Buenos Aires,194259.9992,0.01%,2,0.01%
RIO CUARTO → Rio Colorado,191939.9993,0.01%,2,0.01%
Pergamino Terminal → CORRIENTES,191739.9998,0.01%,2,0.01%
Realico - LPM → PUERTO MADRYN,191319.9987,0.01%,2,0.01%
Salta → Villa Ojo de Agua,189839.9994,0.01%,2,0.01%
RESISTENCIA → LA RIOJA,189140.0001,0.01%,2,0.01%
Salta → SP Atacama CHILE,189000.001,0.01%,2,0.01%
LINIERS → Villazon,188999.9991,0.01%,2,0.01%
Chimpay Acc → Mar del Plata,186899.9989,0.01%,2,0.01%
Vicuña Mackenna → LAS GRUTAS,185439.9996,0.01%,2,0.01%
PUERTO MADRYN → Catriel,185403.999,0.01%,2,0.01%
Aguilares - TUC → La Quiaca,180399.9996,0.01%,2,0.01%
San Martin (MZA) → LA PLATA,180180.0001,0.01%,2,0.01%
Vicuña Mackenna → SAN ANTONIO OESTE,179359.9999,0.01%,2,0.01%
Concepcion - TUC → Mendoza,178919.9997,0.01%,2,0.01%
Jacinto Arauz Acc → CORDOBA,177039.9999,0.01%,2,0.01%
Realico - LPM → TRELEW,176965.9997,0.01%,2,0.01%
LA PLATA → SAN LUIS,173680.0001,0.01%,2,0.01%
SAN LUIS → LA PLATA,173680.0001,0.01%,2,0.01%
LA RIOJA → San Pedro de Jujuy,173259.9999,0.01%,2,0.01%
San Pedro de Jujuy → LA RIOJA,173259.9999,0.01%,2,0.01%
CORRIENTES → CATAMARCA,172200.0006,0.01%,2,0.01%
Mendoza → Retiro Bsas,170100.0008,0.01%,2,0.01%
Añelo → GENERAL ALVEAR,170099.9992,0.01%,2,0.01%
Rawson → Bahía Blanca,167580.0004,0.01%,2,0.01%
Santo Tome - SFE → SAN LUIS,165900.0009,0.01%,2,0.01%
Villa Mercedes - SLU → PARANA,158240.0004,0.01%,2,0.01%
Plottier → Lujan Azcuenaga - MZA,158220.0005,0.01%,2,0.01%
RESISTENCIA → Pergamino Terminal,153360.0002,0.01%,2,0.01%
TRELEW → Cinco Saltos,152460.0007,0.01%,2,0.01%
Almafuerte - CBA → Gral San Martin - LPM,151620.0014,0.01%,2,0.01%
SAN LUIS → Pilar Bs As,150780.0006,0.01%,2,0.01%
Buenos Aires → VIEDMA,150679.9993,0.01%,2,0.01%
Mendoza → Brandsen,3359.998974,0.00%,2,0.01%
Cinco Saltos → PUERTO MADRYN,139859.9998,0.01%,2,0.01%
Almafuerte - CBA → SANTIAGO DEL ESTERO,139659.9991,0.01%,2,0.01%
Córdoba → Tucumán,139620.001,0.01%,2,0.01%
Cipolletti - RNG → RAWSON,138180.0001,0.01%,2,0.01%
Mendoza → Santo Tome - SFE,137550.001,0.01%,2,0.01%
Lujan Azcuenaga - MZA → Plottier,137239.9995,0.01%,2,0.01%
CDRO RIVADAVIA → BAHIA BLANCA,136499.9996,0.01%,2,0.01%
Entre Lagos → Villa la Angostura,136499.9996,0.01%,2,0.01%
25 De Mayo Acc - MZA → Mendoza,134820.0001,0.01%,2,0.01%
Bernasconi Acc → CORDOBA,134658.0001,0.01%,2,0.01%
Jesus Maria Acc → San Salvador de Jujuy,133780.0002,0.01%,2,0.01%
Mendoza → Puelen - LPM,132105.7101,0.01%,2,0.01%
BAHIA BLANCA → CDRO RIVADAVIA,132099.9988,0.01%,2,0.01%
Eduardo Castex → Mendoza,131680.0001,0.01%,2,0.01%
ROSARIO - SFE → Goya Terminal,130300.0005,0.01%,2,0.01%
9 de Julio YPF Acc → SANTA FE,130200.0008,0.01%,2,0.01%
Palpala → CORDOBA,130200.0007,0.01%,2,0.01%
CORDOBA → Palpala,130200.0006,0.01%,2,0.01%
General Roca → RAWSON,128740.0009,0.01%,2,0.01%
Eugenio Bustos → Plottier,122860,0.01%,2,0.01%
Vicuña Mackenna → PUNTA ALTA,122859.9988,0.01%,2,0.01%
Retiro Buenos Aires → Unión Tnal. SL,121179.9993,0.01%,2,0.01%
Santa Rosa - LPA → GENERAL ALVEAR,119650.0002,0.01%,2,0.01%
Realico - LPM → BAHIA BLANCA,119079.9999,0.01%,2,0.01%
SAN JUAN → LA RIOJA,115759.9995,0.01%,2,0.01%
Tunuyan - Mza → Catriel,115610.0006,0.01%,2,0.01%
Comodoro Rivadavia ELIMINAR → Rio Gallegos ELIMINAR,114560,0.01%,2,0.01%
Villa Carlos Paz → San Martin (MZA),113609.9998,0.01%,2,0.01%
Lujan Azcuenaga - MZA → Cnia 25 de Mayo - LPM,112360,0.01%,2,0.01%
LA RIOJA → TUCUMAN,111989.9998,0.01%,2,0.01%
LA RIOJA → Aguilares - TUC,111159.9987,0.01%,2,0.01%
Villa la Angostura → Temuco,109199.9998,0.01%,2,0.01%
Cnel Pringles Bs As → LINIERS,108990.0002,0.01%,2,0.01%
Tunuyan - Mza → SANTA ROSA - LPM,107300,0.00%,2,0.01%
CDRO RIVADAVIA → Pto Santa Cruz,104999.9998,0.00%,2,0.01%
Mendoza → La Falda,103320.0005,0.00%,2,0.01%
ROSARIO - SFE → Bolivar Acc,103320.0004,0.00%,2,0.01%
Mendoza → Cordoba,103319.9987,0.00%,2,0.01%
Pedro Luro Acc → SAN ANTONIO OESTE,102347,0.00%,2,0.01%
Arroyo Verde - RNG → General Roca,102331.9991,0.00%,2,0.01%
TERMAS R HONDO → CORDOBA,99340.00003,0.00%,2,0.01%
La Quiaca → LA RIOJA,98920.00127,0.00%,2,0.01%
Bell Ville Pdor → Mendoza,98700.00038,0.00%,2,0.01%
General Pico - LPM → Villa Atuel - SRA,98199.99996,0.00%,2,0.01%
Santa Rosa - LPA → Villa Mercedes - SLU,97649.99908,0.00%,2,0.01%
RAWSON → Choele Choel,97129.9993,0.00%,2,0.01%
Santa Rosa - LPA → Eugenio Bustos,97079.9994,0.00%,2,0.01%
TUCUMAN → LA RIOJA,96159.99938,0.00%,2,0.01%
SGO DEL ESTERO → Palpala,95760.00039,0.00%,2,0.01%
Villa Mercedes - SLU → San Francisco - CBA,94500.00073,0.00%,2,0.01%
ROSARIO - SFE → Esquina Acc,94200.00128,0.00%,2,0.01%
RAWSON → BAHIA BLANCA,93819.9995,0.00%,2,0.01%
Sgo Del Estero ELIMINAR → Cordoba ELIMINAR,91360.00118,0.00%,2,0.01%
Pedro Luro Acc → PUERTO MADRYN,89859.99986,0.00%,2,0.01%
SAN ANTONIO OESTE → CDRO RIVADAVIA,89260.00088,0.00%,2,0.01%
Villa Las Rosas - CBA → Mendoza,89249.99919,0.00%,2,0.01%
CDRO RIVADAVIA → Luis Piedrabuena,88199.99908,0.00%,2,0.01%
Rio Colorado → PUERTO MADRYN,87483.00017,0.00%,2,0.01%
Las Varillas - CBA → Villa Mercedes - SLU,85470.00073,0.00%,2,0.01%
Pergamino Terminal → SANTA FE,84528.00009,0.00%,2,0.01%
Acc 25 de Mayo LPM → Añelo,83999.9994,0.00%,2,0.01%
RIO CUARTO → Monte Coman C/C,83999.99889,0.00%,2,0.01%
PARANA → Bella Vista - COR,83789.9999,0.00%,2,0.01%
CATAMARCA → La Quiaca,83579.99938,0.00%,2,0.01%
La Quiaca → CATAMARCA,83579.99938,0.00%,2,0.01%
SAN ANTONIO OESTE → RAWSON,82310.00072,0.00%,2,0.01%
SANTIAGO DEL ESTERO → Palpalá,79800.00129,0.00%,2,0.01%
BAHIA BLANCA → General Roca,79800.00109,0.00%,2,0.01%
Pomona Acc → Cnia 25 de Mayo - LPM,78801.99994,0.00%,2,0.01%
Villa Mercedes - SLU → Las Varillas - CBA,77700.00033,0.00%,2,0.01%
SANTIAGO DEL ESTERO → San Salvador de Jujuy,76440.00005,0.00%,2,0.01%
SANTA FE → Goya Acc,70560.00064,0.00%,2,0.01%
Villa Iris Acc → General Pico - LPM,70559.99908,0.00%,2,0.01%
SANTA ROSA - LPM → GRAL. CONESA - RNG,68520.0014,0.00%,2,0.01%
PARANA → Villa Maria - CBA,68249.99907,0.00%,2,0.01%
ROSARIO - SFE → Junín,66601.00003,0.00%,2,0.01%
CORDOBA → La Toma - SLU,66579.99977,0.00%,2,0.01%
Rio Colorado → RAWSON,65819.99869,0.00%,2,0.01%
San Martin (MZA) → Tilisarao - SLU,63000.00128,0.00%,2,0.01%
Santiago → Puerto Montt,62999.99942,0.00%,2,0.01%
SANTA ROSA - LPM → LAS GRUTAS,56825.99963,0.00%,2,0.01%
Buenos Aires → Vedia  Bs. As.,56500.00108,0.00%,2,0.01%
Lujan Terminal - BUE → Vedia  Bs. As.,56500.00073,0.00%,2,0.01%
Bahía Blanca → Santa Rosa,55130.00089,0.00%,2,0.01%
Villa Iris Acc → Santa Rosa - LPA,54600.00107,0.00%,2,0.01%
PUERTO MADRYN → Pedro Luro Acc,54599.99897,0.00%,2,0.01%
Villa Regina → Cnia 25 de Mayo - LPM,53979.99926,0.00%,2,0.01%
San Martin (MZA) → Villa Mercedes - SLU,52500.00029,0.00%,2,0.01%
Mendoza → Tilisarao - SLU,52499.99944,0.00%,2,0.01%
San Juan → Aeropuerto MENDOZA,52499.99883,,2,0.01%
Almafuerte - CBA → Villa Mercedes - SLU,52299.9997,,2,0.01%
Cnia 25 de Mayo - LPM → GENERAL ALVEAR,51240.00019,,2,0.01%
Puelen - LPM → GENERAL ALVEAR,48519.99935,,2,0.01%
Arroyo Verde - RNG → VIEDMA,48299.99884,,2,0.01%
Choele Choel → Cipolletti - RNG,47259.99988,,2,0.01%
Mina Clavero → SAN LUIS,46619.99879,,2,0.01%
Gral San Martin - LPM → PUNTA ALTA,46499.99994,,2,0.01%
RAWSON → VIEDMA,45159.9991,,2,0.01%
General Pico - LPM → Nueva Galia - SLU,43889.99873,,2,0.01%
Merlo - SLU → Villa Carlos Paz,43680.00104,,2,0.01%
Villa Carlos Paz → Merlo - SLU,43680.00104,,2,0.01%
SANTA FE → Las Varillas - CBA,42000.00002,,2,0.01%
Villa Dolores - CBA → SAN LUIS,41790.00121,,2,0.01%
Cinco Saltos → SIERRA GRANDE - RNG,41650.0011,,2,0.01%
Corzuela → CORRIENTES,39699.99957,,2,0.01%
CORDOBA → Naschell - SLU,39010.00032,,2,0.01%
Monte Coman C/C → SAN LUIS,37799.99939,,2,0.01%
PARANA → San Francisco - CBA,37799.99901,,2,0.01%
Caleta Olivia → CDRO RIVADAVIA,35700.00058,,2,0.01%
Choele Choel → Cinco Saltos,35699.99955,,2,0.01%
ROSARIO - SFE → Pergamino Terminal,35160.00045,,2,0.01%
TUCUMAN → Metan,34340.00006,,2,0.01%
Gral San Martin - LPM → SANTA ROSA - LPM,33080.00058,,2,0.01%
NEUQUEN → Puelen Acc,31500.00076,,2,0.01%
SANTA ROSA - LPM → Villa Iris Acc,30239.9987,,2,0.01%
Metan → Perico,28980.00087,,2,0.01%
Puente del Inca → Cuyanita Mendoza IDA,28559.99867,,2,0.01%
Bahía Blanca → General San Martin (La Pampa),28263.99976,,2,0.01%
Desaguadero (MZA) → Mendoza,28250.00009,,2,0.01%
Mendoza → Desaguadero (MZA),28250.00009,,2,0.01%
Machagai acc → CORRIENTES,21840.00048,,2,0.01%
CORRIENTES → Machagai acc,21839.99965,,2,0.01%
Cipolletti → Catriel,21010.00045,,2,0.01%
Merlo - SLU → Villa Dolores - CBA,19430.00043,,2,0.01%
Mendoza → Manantiales,17220.00023,,2,0.01%
Villa Dolores - CBA → Merlo - SLU,15960.00129,,2,0.01%
Mendoza → Cerro Negro,15960.00053,,2,0.01%
Cerro Negro → Mendoza,15340.00137,,2,0.01%
Villa Mercedes - SLU → SAN LUIS,14489.99968,,2,0.01%
Mendoza → Piedras Blancas Mza,14280.00053,,2,0.01%
El Chocon → Cinco Saltos,13660.00139,,2,0.01%
SAN LUIS → La Toma - SLU,13659.99941,,2,0.01%
Las Vegas → Lujan Azcunaga Y Bufano,13439.99911,,2,0.01%
Lujan Azcunaga Y Bufano → Las Vegas,13439.99911,,2,0.01%
Cinco Saltos → General Roca,13020.00077,,2,0.01%
San Francisco - CBA → Angelica Acc R19,12600.00136,,2,0.01%
El Salto → Vistalba,12289.99913,,2,0.01%
Chacritas → Lujan Azcunaga Y Bufano,10079.99871,,2,0.01%
RESISTENCIA → Empedrado Acc,8320.000088,,2,0.01%
Panamericana → Mendoza,5780.00068,,2,0.01%
RESISTENCIA → Pto San Julian,902579.9987,,2,0.01%
Palpalá → Luis Piedrabuena,573619.9998,,1,0.00%
GENERAL ALVEAR → Añelo,70879.99971,,1,0.00%
RIO GALLEGOS → San Salvador de Jujuy,434599.9994,,1,0.00%
Rosario de la Frontera → RIO GALLEGOS,406139.9994,,1,0.00%
SANTA FE → Pto San Julian,386929.9994,,1,0.00%
Perico → Caleta Olivia,370019.9995,,1,0.00%
COMODORO RIVADAVIA → PARANA,353850.0007,,1,0.00%
PARANA → COMODORO RIVADAVIA,353850.0007,,1,0.00%
CORRIENTES → LAS GRUTAS,348180.0004,,1,0.00%
LAS GRUTAS → CORRIENTES,348180.0004,,1,0.00%
Almafuerte - CBA → Pto San Julian,346399.9993,,1,0.00%
San Salvador de Jujuy → CALETA OLIVIA,340172.0006,,1,0.00%
RIO GALLEGOS → Almafuerte - CBA,334666.0001,,1,0.00%
TUCUMAN → Luis Piedrabuena,323399.9999,,1,0.00%
Caleta Olivia → Metan,321299.9996,,1,0.00%
COMODORO RIVADAVIA → RESISTENCIA,320040.0002,,1,0.00%
Pto San Julian → Salta,319777.2305,,1,0.00%
Caleta Olivia → Rosario de la Frontera,317099.9996,,1,0.00%
SIERRA GRANDE - RNG → Salta,316050.0005,,1,0.00%
Metan → RIO GALLEGOS,310776.9999,,1,0.00%
Junín → COMODORO RIVADAVIA,306600.0006,,1,0.00%
COMODORO RIVADAVIA → Junín,306599.9996,,1,0.00%
Luis Piedrabuena → San Salvador de Jujuy,303474.0007,,1,0.00%
GENERAL ALVEAR → COMODORO RIVADAVIA,302400.0003,,1,0.00%
PUNTA ALTA → Metan,302300,,1,0.00%
Metan → PUNTA ALTA,302299.9997,,1,0.00%
Caleta Olivia → TUCUMAN,300620.0004,,1,0.00%
RAWSON → PARANA,292639.9993,,1,0.00%
Perico → BAHIA BLANCA,286650.0006,,1,0.00%
COMODORO RIVADAVIA → Metan,283710.0003,,1,0.00%
RAWSON → CORRIENTES,273720.0003,,1,0.00%
Mendoza → SIERRA GRANDE - RNG,271849.9998,,1,0.00%
CALETA OLIVIA → MENDOZA,271810.0002,,1,0.00%
PARANA → Caleta Olivia,263659.9998,,1,0.00%
TRELEW → San Salvador de Jujuy,263240.0004,,1,0.00%
Eduardo Castex → Pto San Julian,263240.0002,,1,0.00%
Caleta Olivia → San Salvador de Jujuy,261674.9995,,1,0.00%
Caleta Olivia → Villa Ojo de Agua,258510.0002,,1,0.00%
ROSARIO - SFE → Caleta Olivia,256829.9996,,1,0.00%
Eduardo Castex → RIO GALLEGOS,255679.9996,,1,0.00%
SIERRA GRANDE - RNG → PARANA,254840.0007,,1,0.00%
Salta → Jacinto Arauz Acc,254787.3694,,1,0.00%
RESISTENCIA → VIEDMA,254520.0007,,1,0.00%
VIEDMA → RESISTENCIA,254520.0007,,1,0.00%
PUERTO MADRYN → Salta,252840.0003,,1,0.00%
LAS GRUTAS → Eugenio Bustos,248749.9994,,1,0.00%
San Salvador de Jujuy → SANTA ROSA - LPM,245389.9998,,1,0.00%
Pto San Julian → SGO DEL ESTERO,245035.0006,,1,0.00%
RAWSON → Empedrado Acc,244759.9998,,1,0.00%
Salta → Luis Piedrabuena,234584.9996,,1,0.00%
GENERAL ALVEAR → Caleta Olivia,234470.0005,,1,0.00%
Caleta Olivia → GENERAL ALVEAR,234469.9997,,1,0.00%
Metan → PUERTO MADRYN,234150.0005,,1,0.00%
Almafuerte - CBA → RIO GALLEGOS,234032.0002,,1,0.00%
Palpalá → SANTA ROSA - LPM,233000.0001,,1,0.00%
San Salvador de Jujuy → CDRO RIVADAVIA,231560.0005,,1,0.00%
Salta → GRAL. CONESA - RNG,231031.9997,,1,0.00%
PUNTA ALTA → Salta,230999.9994,,1,0.00%
TUCUMAN → CALETA OLIVIA,227617.0002,,1,0.00%
SANTA ROSA - LPM → San Salvador de Jujuy,227119.9995,,1,0.00%
RAWSON → TUCUMAN,224699.9999,,1,0.00%
TRELEW → Tunuyan - Mza,223565.9998,,1,0.00%
Salta → BAHIA BLANCA,220500.0002,,1,0.00%
Mendoza → RAWSON,216089.9999,,1,0.00%
SANTA ROSA - LPM → Palpalá,215670.0002,,1,0.00%
RESISTENCIA → SAN ANTONIO OESTE,214729.9995,,1,0.00%
CALETA OLIVIA → SGO DEL ESTERO,214237.9998,,1,0.00%
CORRIENTES → RAWSON,202129.9994,,1,0.00%
Pto Santa Cruz → CORDOBA,200840,,1,0.00%
PARANA → RAWSON,200660.0005,,1,0.00%
SANTIAGO DEL ESTERO → PUERTO MADRYN,199290.0004,,1,0.00%
Comodoro Rivadavia → Córdoba,199100.0005,,1,0.00%
RAWSON → Salta,198519.9998,,1,0.00%
Caleta Olivia → Daireaux Acc,197819.9993,,1,0.00%
LINIERS → Caleta Olivia,194249.9996,,1,0.00%
RAWSON → SANTA FE,194249.9995,,1,0.00%
SANTA FE → RAWSON,194249.9995,,1,0.00%
Palpalá → PUERTO MADRYN,193250.0006,,1,0.00%
Pergamino Terminal → TRELEW,191802.0007,,1,0.00%
Oran → SAN JUAN,189800.0005,,1,0.00%
Junín → PUERTO MADRYN,186060.0001,,1,0.00%
CORDOBA → Garayalde,183539.9996,,1,0.00%
COMODORO RIVADAVIA → Eduardo Castex,181759.9999,,1,0.00%
San Salvador de Jujuy → RIO CUARTO,179969.9994,,1,0.00%
Eugenio Bustos → LAS GRUTAS,179413.0004,,1,0.00%
La Paz Acc - ERI → RAWSON,179160.0002,,1,0.00%
Goya Terminal → TRELEW,178660,,1,0.00%
Tunuyan - Mza → TRELEW,177715.9995,,1,0.00%
Las Breñas acc - CHA → Mendoza,177350.0001,,1,0.00%
Gral Guemes → SIERRA GRANDE - RNG,177149.9994,,1,0.00%
Junín → Goya Terminal,177140.0005,,1,0.00%
CALETA OLIVIA → CORDOBA,175427.9997,,1,0.00%
SANTA ROSA - LPM → Salta,175415.0007,,1,0.00%
COMODORO RIVADAVIA → Almafuerte - CBA,174090.0005,,1,0.00%
COMODORO RIVADAVIA → LA PLATA,173250.0003,,1,0.00%
PUERTO MADRYN → Goya Acc,173060.0006,,1,0.00%
ROSARIO - SFE → Pedro Luro Acc,172520.0002,,1,0.00%
San Salvador de Jujuy → SAN ANTONIO OESTE,171869.9998,,1,0.00%
SAN ANTONIO OESTE → RESISTENCIA,171780.0006,,1,0.00%
TRELEW → GENERAL ALVEAR,171050.0003,,1,0.00%
SAN JUAN → CORRIENTES,170100.0002,,1,0.00%
SANTIAGO DEL ESTERO → PUNTA ALTA,167999.9998,,1,0.00%
LAS GRUTAS → Buenos Aires,166949.9999,,1,0.00%
Almafuerte - CBA → Caleta Olivia,166528.0006,,1,0.00%
BAHIA BLANCA → Perico,165380.0006,,1,0.00%
Salta → SANTA ROSA - LPM,163909.9999,,1,0.00%
LINIERS → TRELEW,163800.0006,,1,0.00%
PUERTO MADRYN → TUCUMAN,163080.0003,,1,0.00%
Rio Colorado → RIO GALLEGOS,161426.0002,,1,0.00%
Luis Piedrabuena → LAS GRUTAS,161000.9999,,1,0.00%
GRAL. CONESA - RNG → SANTIAGO DEL ESTERO,159809.9997,,1,0.00%
LA PLATA → CDRO RIVADAVIA,157499.9995,,1,0.00%
Caleta Olivia → SANTA ROSA - LPM,156980,,1,0.00%
TRELEW → SGO DEL ESTERO,156279.9999,,1,0.00%
TRELEW → LINIERS,155930.0005,,1,0.00%
CORDOBA → CDRO RIVADAVIA,153150.0006,,1,0.00%
CDRO RIVADAVIA → CORDOBA,153149.9999,,1,0.00%
Realico - LPM → COMODORO RIVADAVIA,152399.9998,,1,0.00%
Santa Isabel - LPM → RAWSON,151296.7407,,1,0.00%
Retiro Buenos Aires → TARIJA (BOL),146999.9997,,1,0.00%
Mendoza → Monteros,146779.9994,,1,0.00%
Charata acc - CHA → Mendoza,145820.0005,,1,0.00%
Almafuerte - CBA → COMODORO RIVADAVIA,145070,,1,0.00%
RIO CUARTO → SAN ANTONIO OESTE,144379.9999,,1,0.00%
RIO CUARTO → CALETA OLIVIA,142109.9998,,1,0.00%
RESISTENCIA → San Juan,141750.0006,,1,0.00%
CORDOBA → Luis Piedrabuena,141200.0006,,1,0.00%
VIEDMA → Bella Vista - COR,141190.0007,,1,0.00%
Bella Vista - COR → VIEDMA,141190.0005,,1,0.00%
BAHIA BLANCA → CALETA OLIVIA,140679.9997,,1,0.00%
Santa Fe → Viedma,138899.9999,,1,0.00%
Rio Colorado → LINIERS,136499.9997,,1,0.00%
Retiro Buenos Aires → Rio Colorado,136499.9996,,1,0.00%
Rio Colorado → Retiro Buenos Aires,136499.9996,,1,0.00%
Pergamino Terminal → VIEDMA,133769.9995,,1,0.00%
Mendoza → Santiago del Estero,131249.9997,,1,0.00%
BAHIA BLANCA → PARANA,131039.9997,,1,0.00%
Cordoba → Punta Alta,130409.9996,,1,0.00%
San Juan → Salta,129680.0005,,1,0.00%
TRELEW → Pergamino Terminal,128760.0005,,1,0.00%
Vicuña Mackenna → CDRO RIVADAVIA,128120.0006,,1,0.00%
RIO CUARTO → Palpalá,126789.9996,,1,0.00%
R DE LOS SAUCES → Mendoza,125999.9999,,1,0.00%
Lujan Azcuenaga - MZA → RINCÓN DE LOS SAUCES,125999.9995,,1,0.00%
S.P. del Chañar Acc → Lujan Azcuenaga - MZA,125999.9993,,1,0.00%
Esquina Acc → Junín,125900,,1,0.00%
Junín → Esquina Acc,125900,,1,0.00%
Mendoza → Villa Iris Acc,124949.9994,,1,0.00%
Villa Iris Acc → Mendoza,124949.9994,,1,0.00%
RESISTENCIA → 9 de Julio YPF Acc,123990.0004,,1,0.00%
9 de Julio YPF Acc → RESISTENCIA,123989.9994,,1,0.00%
TRELEW → Pto Santa Cruz,121871,,1,0.00%
TRELEW → Junín,120379.9996,,1,0.00%
Fernandez - SGO → Mendoza,117600.0007,,1,0.00%
SAN ANTONIO OESTE → CALETA OLIVIA,117120.0006,,1,0.00%
Puerto Madryn → Córdoba,115629.9999,,1,0.00%
CALETA OLIVIA → Choele Choel,115580,,1,0.00%
Metan → San Juan,115500.0006,,1,0.00%
TUCUMAN → Realico - LPM,114890.0003,,1,0.00%
Padre Buodo Acc → COMODORO RIVADAVIA,114869.9994,,1,0.00%
Caucete → Buenos Aires,113609.9999,,1,0.00%
Puerto Madryn → Rio Gallegos,112999.9994,,1,0.00%
LAS GRUTAS → Luis Piedrabuena,112587.0002,,1,0.00%
SAN ANTONIO OESTE → LA PLATA,112350.0005,,1,0.00%
PARANA → Pedro Luro Acc,112269.9999,,1,0.00%
Padre Buodo Acc → Caleta Olivia,112236.9995,,1,0.00%
Villa Regina → CDRO RIVADAVIA,111119.9998,,1,0.00%
J B Alberdi → Mendoza,110910.06,,1,0.00%
CDRO RIVADAVIA → LA PLATA,110249.9997,,1,0.00%
Salta → Vicuña Mackenna,108619.9995,,1,0.00%
Chamical - LRI → Oran,107230.0006,,1,0.00%
Eugenio Bustos → Añelo,104999.9999,,1,0.00%
CORRIENTES → Pergamino Terminal,103849.9998,,1,0.00%
Mendoza → Rincon de los Sauces,103849.9996,,1,0.00%
PUNTA ALTA → Almafuerte - CBA,103769.9999,,1,0.00%
RESISTENCIA → CATAMARCA,103320.0007,,1,0.00%
CATAMARCA → RESISTENCIA,103320.0002,,1,0.00%
Monte Hermoso → SAN LUIS,102900,,1,0.00%
General Roca → Mar del Plata,102899.9995,,1,0.00%
Mar del Plata → General Roca,102899.9995,,1,0.00%
Córdoba → Bahía Blanca,102689.9997,,1,0.00%
Daireaux Acc → Esquina Acc,101979.9994,,1,0.00%
Rio Colorado → COMODORO RIVADAVIA,101640.0006,,1,0.00%
Junín → VIEDMA,101639.9995,,1,0.00%
VIEDMA → Junín,101639.9995,,1,0.00%
San Salvador de Jujuy → Córdoba,101589.9997,,1,0.00%
SAN ANTONIO OESTE → RIO CUARTO,100490.0003,,1,0.00%
Bahía Blanca → Mendoza,98870.00041,,1,0.00%
SAN JUAN → El Talar Terminal,98810.00048,,1,0.00%
SAN JUAN → LINIERS,98810.00027,,1,0.00%
San Juan → LINIERS,98809.99977,,1,0.00%
Buenos Aires → Caucete,98809.99961,,1,0.00%
LA PLATA → San Martin (MZA),98280.00019,,1,0.00%
Acc Villa Atuel → LINIERS,98280.00005,,1,0.00%
LINIERS → Acc Villa Atuel,98280.00005,,1,0.00%
Cinco Saltos → CALETA OLIVIA,98180.00002,,1,0.00%
Cipolletti - RNG → CALETA OLIVIA,98179.99985,,1,0.00%
CDRO RIVADAVIA → Retiro Buenos Aires,97649.99959,,1,0.00%
Rio Colorado → RIO CUARTO,95969.99967,,1,0.00%
GENERAL ALVEAR → Buenos Aires,94500.00029,,1,0.00%
Buenos Aires → LAS GRUTAS,94499.99995,,1,0.00%
LA PLATA → VIEDMA,94499.9994,,1,0.00%
Calama → Parador Purmamarca,94499.99933,,1,0.00%
El Talar Terminal → Mendoza,93140.0001,,1,0.00%
CATAMARCA → SAN JUAN,93099.99972,,1,0.00%
SAN LUIS → Villa Iris Acc,92490.00012,,1,0.00%
Almafuerte - CBA → TUCUMAN,92089.99934,,1,0.00%
PUERTO MADRYN → Eduardo Castex,92069.99949,,1,0.00%
Plottier → Eugenio Bustos,91249.99968,,1,0.00%
Pergamino Terminal → Goya Terminal,89780.00009,,1,0.00%
San Martin (MZA) → Buenos Aires,89249.99942,,1,0.00%
Cinco Saltos → CDRO RIVADAVIA,89149.99941,,1,0.00%
LA RIOJA → Palpalá,88730.00005,,1,0.00%
Almafuerte - CBA → Palpalá,88619.9997,,1,0.00%
RIO CUARTO → Villa Iris Acc,88520.00015,,1,0.00%
Salta → Cordoba,88410.00053,,1,0.00%
Las Varillas - CBA → Mendoza,88199.9995,,1,0.00%
